ID;zeile_inhalt;zeile_inhalt_orig;extracted_data_id;zeile_inhalt_ohne_treffer;Verein_DRVID;Verein;gefunden_am
485;3 02:01.12 4;3 Frankfurter RC 02:01.12 4;1690;3 02:01.12 4;11616;Frankfurter RC;2025-11-29 07:41:50
486;1 01:57.39 6;1 RC Karlstadt 01:57.39 6;1694;1 01:57.39 6;11107;RC Karlstadt;2025-11-29 07:41:50
487;2 02:08.40 5;2 RC Möve Grossauheim 02:08.40 5;1696;2 02:08.40 5;11625;RC Möve Grossauheim;2025-11-29 07:41:50
488;1 01:19.67 1;1 Wormser RC 01:19.67 1;1707;1 01:19.67 1;12038;Wormser RC;2025-11-29 07:41:50
489;2 Rgm. RG Wetzlar/ Marburger RV/ Gießener R.G./ 01:19.91 4;2 Rgm. RG Wetzlar/ Marburger RV/ Gießener R.G./ Gießener RC Hassia 01:19.91 4;1709;2 Rgm. RG Wetzlar/ Marburger RV/ Gießener R.G./ 01:19.91 4;11622;Gießener RC Hassia;2025-11-29 07:41:50
490;3 Rgm. RC Möve Grossauheim/ 01:20.92 2;3 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia 01:20.92 2;1712;3 Rgm. RC Möve Grossauheim/ 01:20.92 2;11607;Frankfurter RG Borussia;2025-11-29 07:41:50
491;4 01:22.87 3;4 Frankfurter RG Germania 01:22.87 3;1715;4 01:22.87 3;11610;Frankfurter RG Germania;2025-11-29 07:41:50
492;1 Rgm. Hanauer RG/ am Main-Bürgel 01:34.49 1;1 Rgm. Hanauer RG/ WSV Offenbach am Main-Bürgel 01:34.49 1;1720;1 Rgm. Hanauer RG/ am Main-Bürgel 01:34.49 1;11642;WSV Offenbach;2025-11-29 07:41:50
493;2 Rgm. Marburger RV/ 01:37.30 2;2 Rgm. Marburger RV/ Frankfurter RG Borussia 01:37.30 2;1723;2 Rgm. Marburger RV/ 01:37.30 2;11607;Frankfurter RG Borussia;2025-11-29 07:41:50
494;1 - Boot 1 - 01:41.21 1;1 RC Aschaffenburg - Boot 1 - 01:41.21 1;1729;1 - Boot 1 - 01:41.21 1;11101;RC Aschaffenburg;2025-11-29 07:41:50
495;2 01:44.61 6;2 RV Hellas Offenbach 01:44.61 6;1731;2 01:44.61 6;11638;RV Hellas Offenbach;2025-11-29 07:41:50
496;3 01:45.95 4;3 RG Eberbach 01:45.95 4;1733;3 01:45.95 4;11004;RG Eberbach;2025-11-29 07:41:50
497;1 01:48.73 12;1 Wormser RC 01:48.73 12;1737;1 01:48.73 12;12038;Wormser RC;2025-11-29 07:41:50
498;2 am Main-Bürgel - Boot 1 - 01:53.18 9;2 WSV Offenbach am Main-Bürgel - Boot 1 - 01:53.18 9;1739;2 am Main-Bürgel - Boot 1 - 01:53.18 9;11642;WSV Offenbach;2025-11-29 07:41:50
499;3 - Boot 2 - 01:54.15 11;3 Offenbacher RG Undine - Boot 2 - 01:54.15 11;1741;3 - Boot 2 - 01:54.15 11;11641;Offenbacher RG Undine;2025-11-29 07:41:50
500;4 - Boot 2 - 02:02.34 8;4 Hanauer RG - Boot 2 - 02:02.34 8;1743;4 - Boot 2 - 02:02.34 8;11627;Hanauer RG;2025-11-29 07:41:50
501;1 - Boot 4 - 01:46.41 16;1 RC Aschaffenburg - Boot 4 - 01:46.41 16;1747;1 - Boot 4 - 01:46.41 16;11101;RC Aschaffenburg;2025-11-29 07:41:50
502;2 am Main-Bürgel - Boot 2 - 01:47.36 14;2 WSV Offenbach am Main-Bürgel - Boot 2 - 01:47.36 14;1749;2 am Main-Bürgel - Boot 2 - 01:47.36 14;11642;WSV Offenbach;2025-11-29 07:41:50
503;3 - Boot 2 - 01:59.03 13;3 Mühlheimer RV - Boot 2 - 01:59.03 13;1751;3 - Boot 2 - 01:59.03 13;11637;Mühlheimer RV;2025-11-29 07:41:50
504;1 01:59.58 17;1 Frankfurter RC 01:59.58 17;1755;1 01:59.58 17;11616;Frankfurter RC;2025-11-29 07:41:50
505;2 02:15.58 18;2 Marburger RV 02:15.58 18;1757;2 02:15.58 18;11636;Marburger RV;2025-11-29 07:41:50
506;1 am Main-Bürgel 01:47.00 2;1 WSV Offenbach am Main-Bürgel 01:47.00 2;1773;1 am Main-Bürgel 01:47.00 2;11642;WSV Offenbach;2025-11-29 07:41:50
507;2 01:47.56 1;2 Frankfurter RG Germania 01:47.56 1;1775;2 01:47.56 1;11610;Frankfurter RG Germania;2025-11-29 07:41:50
508;3 - Boot 1 - 01:53.01 3;3 RC Möve Grossauheim - Boot 1 - 01:53.01 3;1777;3 - Boot 1 - 01:53.01 3;11625;RC Möve Grossauheim;2025-11-29 07:41:50
509;1 01:50.17 7;1 RC Aschaffenburg 01:50.17 7;1781;1 01:50.17 7;11101;RC Aschaffenburg;2025-11-29 07:41:50
510;2 01:53.18 5;2 WSV Hellas Gießen 01:53.18 5;1783;2 01:53.18 5;11623;WSV Hellas Gießen;2025-11-29 07:41:50
511;3 - Boot 2 - 02:02.74 8;3 RC Möve Grossauheim - Boot 2 - 02:02.74 8;1785;3 - Boot 2 - 02:02.74 8;11625;RC Möve Grossauheim;2025-11-29 07:41:50
512;1 02:05.49 1;1 RC Karlstadt 02:05.49 1;1793;1 02:05.49 1;11107;RC Karlstadt;2025-11-29 07:41:50
513;2 02:10.68 2;2 RC Karlstadt 02:10.68 2;1795;2 02:10.68 2;11107;RC Karlstadt;2025-11-29 07:41:50
514;1 - Boot 1 - 01:37.83 1;1 Hanauer RG - Boot 1 - 01:37.83 1;1800;1 - Boot 1 - 01:37.83 1;11627;Hanauer RG;2025-11-29 07:41:50
515;2 01:38.05 4;2 Marburger RV 01:38.05 4;1802;2 01:38.05 4;11636;Marburger RV;2025-11-29 07:41:50
516;3 01:42.67 2;3 Hanauer RC Hassia 01:42.67 2;1804;3 01:42.67 2;11626;Hanauer RC Hassia;2025-11-29 07:41:50
517;1 Rgm. / DRC Ingolstadt 01:46.77 8;1 Rgm. Gießener RC Hassia/ DRC Ingolstadt 01:46.77 8;1808;1 Rgm. / DRC Ingolstadt 01:46.77 8;11622;Gießener RC Hassia;2025-11-29 07:41:50
518;2 01:54.18 5;2 RV Hellas Offenbach 01:54.18 5;1810;2 01:54.18 5;11638;RV Hellas Offenbach;2025-11-29 07:41:50
519;1 01:41.71 6;1 Frankfurter RC 01:41.71 6;1814;1 01:41.71 6;11616;Frankfurter RC;2025-11-29 07:41:50
520;2 - Boot 2 - 01:56.08 7;2 Hanauer RG - Boot 2 - 01:56.08 7;1816;2 - Boot 2 - 01:56.08 7;11627;Hanauer RG;2025-11-29 07:41:50
521;1 - Boot 2 - 01:40.17 4;1 Frankfurter RG Oberrad - Boot 2 - 01:40.17 4;1827;1 - Boot 2 - 01:40.17 4;11614;Frankfurter RG Oberrad;2025-11-29 07:41:50
522;2 01:41.39 1;2 RG Wetzlar 01:41.39 1;1829;2 01:41.39 1;11647;RG Wetzlar;2025-11-29 07:41:50
523;3 01:41.92 3;3 Frankfurter RC 01:41.92 3;1831;3 01:41.92 3;11616;Frankfurter RC;2025-11-29 07:41:50
524;4 - Boot 1 - 01:49.55 5;4 Frankfurter RG Oberrad - Boot 1 - 01:49.55 5;1833;4 - Boot 1 - 01:49.55 5;11614;Frankfurter RG Oberrad;2025-11-29 07:41:50
525;1 01:40.98 7;1 Frankfurter RG Oberrad 01:40.98 7;1837;1 01:40.98 7;11614;Frankfurter RG Oberrad;2025-11-29 07:41:50
526;2 01:49.40 6;2 RG Wetzlar 01:49.40 6;1839;2 01:49.40 6;11647;RG Wetzlar;2025-11-29 07:41:50
527;3 02:25.31 8;3 Hanauer RG 02:25.31 8;1841;3 02:25.31 8;11627;Hanauer RG;2025-11-29 07:41:50
528;1 Rgm. / WSV Offenbach am Main-Bürgel 01:41.99 4;1 Rgm. RC Möve Grossauheim/ WSV Offenbach am Main-Bürgel 01:41.99 4;1848;1 Rgm. / WSV Offenbach am Main-Bürgel 01:41.99 4;11625;RC Möve Grossauheim;2025-11-29 07:41:50
529;2 Rgm. / RC Aschaffenburg 01:43.63 3;2 Rgm. Frankfurter RG Borussia/ RC Aschaffenburg 01:43.63 3;1850;2 Rgm. / RC Aschaffenburg 01:43.63 3;11607;Frankfurter RG Borussia;2025-11-29 07:41:50
530;3 01:47.56 1;3 Frauen-RV Freiweg Frankfurt 01:47.56 1;1853;3 01:47.56 1;11609;Frauen-RV Freiweg Frankfurt;2025-11-29 07:41:50
531;1 01:38.78 2;1 RC Aschaffenburg 01:38.78 2;1860;1 01:38.78 2;11101;RC Aschaffenburg;2025-11-29 07:41:50
532;2 01:39.98 3;2 Frankfurter RG Germania 01:39.98 3;1863;2 01:39.98 3;11610;Frankfurter RG Germania;2025-11-29 07:41:50
533;3 01:46.74 1;3 Frankfurter RG Oberrad 01:46.74 1;1866;3 01:46.74 1;11614;Frankfurter RG Oberrad;2025-11-29 07:41:50
534;1 Rgm. Hanauer RC Hassia/ / Frankfurter RC/ Frankfurter RG 01:26.51 2;1 Rgm. Hanauer RC Hassia/ Frankfurter RG Oberrad/ Frankfurter RC/ Frankfurter RG 01:26.51 2;1872;1 Rgm. Hanauer RC Hassia/ / Frankfurter RC/ Frankfurter RG 01:26.51 2;11614;Frankfurter RG Oberrad;2025-11-29 07:41:50
535;2 Rgm. RC Möve Grossauheim/ / DRC Ingolstadt/ Gießener R.G. 01:29.92 3;2 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia/ DRC Ingolstadt/ Gießener R.G. 01:29.92 3;1876;2 Rgm. RC Möve Grossauheim/ / DRC Ingolstadt/ Gießener R.G. 01:29.92 3;11607;Frankfurter RG Borussia;2025-11-29 07:41:50
536;3 01:30.16 1;3 Marburger RV 01:30.16 1;1879;3 01:30.16 1;11636;Marburger RV;2025-11-29 07:41:50
537;1 Rgm. Ruderclub Zellingen v. 1946 e.V./ 01:34.27 1;1 Rgm. Ruderclub Zellingen v. 1946 e.V./ Würzburger Ruderverein Bayern von 1875/1905 e.V. 01:34.27 1;1888;1 Rgm. Ruderclub Zellingen v. 1946 e.V./ 01:34.27 1;11135;Würzburger Ruderverein Bayern von 1875/1905 e.V.;2025-11-29 07:41:50
538;2 Rgm. Hanauer RG/ 01:35.55 2;2 Rgm. Hanauer RG/ Mühlheimer RV 01:35.55 2;1890;2 Rgm. Hanauer RG/ 01:35.55 2;11637;Mühlheimer RV;2025-11-29 07:41:50
539;3 01:37.36 3;3 Hanauer RG 01:37.36 3;1892;3 01:37.36 3;11627;Hanauer RG;2025-11-29 07:41:50
540;1 01:32.78 4;1 Hersfelder RV 01:32.78 4;1896;1 01:32.78 4;11628;Hersfelder RV;2025-11-29 07:41:50
541;2 Rgm. / Flörsheimer RV 01:36.23 5;2 Rgm. RV Hellas Offenbach/ Flörsheimer RV 01:36.23 5;1898;2 Rgm. / Flörsheimer RV 01:36.23 5;11638;RV Hellas Offenbach;2025-11-29 07:41:51
542;1 01:55.25 2;1 RC Aschaffenburg 01:55.25 2;1903;1 01:55.25 2;11101;RC Aschaffenburg;2025-11-29 07:41:51
543;2 01:56.64 1;2 SG Wiking 01:56.64 1;1905;2 01:56.64 1;11643;SG Wiking;2025-11-29 07:41:51
544;3 02:00.34 3;3 RC Karlstadt 02:00.34 3;1907;3 02:00.34 3;11107;RC Karlstadt;2025-11-29 07:41:51
545;1 - Boot 1 - 02:02.35 4;1 Hanauer RG - Boot 1 - 02:02.35 4;1911;1 - Boot 1 - 02:02.35 4;11627;Hanauer RG;2025-11-29 07:41:51
546;2 - Boot 2 - 02:05.53 5;2 Hanauer RG - Boot 2 - 02:05.53 5;1913;2 - Boot 2 - 02:05.53 5;11627;Hanauer RG;2025-11-29 07:41:51
547;3 02:05.81 6;3 Mühlheimer RV 02:05.81 6;1915;3 02:05.81 6;11637;Mühlheimer RV;2025-11-29 07:41:51
548;1 - Boot 1 - 01:41.00 2;1 Mühlheimer RV - Boot 1 - 01:41.00 2;1920;1 - Boot 1 - 01:41.00 2;11637;Mühlheimer RV;2025-11-29 07:41:51
549;2 am Main-Bürgel - Boot 2 - 01:42.42 5;2 WSV Offenbach am Main-Bürgel - Boot 2 - 01:42.42 5;1922;2 am Main-Bürgel - Boot 2 - 01:42.42 5;11642;WSV Offenbach;2025-11-29 07:41:51
550;3 01:44.74 3;3 RV Hellas Offenbach 01:44.74 3;1924;3 01:44.74 3;11638;RV Hellas Offenbach;2025-11-29 07:41:51
551;4 01:44.94 4;4 RC Möve Grossauheim 01:44.94 4;1926;4 01:44.94 4;11625;RC Möve Grossauheim;2025-11-29 07:41:51
552;1 01:43.96 9;1 RC Aschaffenburg 01:43.96 9;1930;1 01:43.96 9;11101;RC Aschaffenburg;2025-11-29 07:41:51
553;2 01:48.19 6;2 Frankfurter Ruder- und Kanusport Verein 01:48.19 6;1932;2 01:48.19 6;11620;Frankfurter Ruder- und Kanusport Verein;2025-11-29 07:41:51
554;3 am Main-Bürgel - Boot 3 - 01:48.41 8;3 WSV Offenbach am Main-Bürgel - Boot 3 - 01:48.41 8;1934;3 am Main-Bürgel - Boot 3 - 01:48.41 8;11642;WSV Offenbach;2025-11-29 07:41:51
555;4 - Boot 2 - 01:52.42 7;4 Mühlheimer RV - Boot 2 - 01:52.42 7;1936;4 - Boot 2 - 01:52.42 7;11637;Mühlheimer RV;2025-11-29 07:41:51
556;1 01:50.58 10;1 Frankfurter RC 01:50.58 10;1940;1 01:50.58 10;11616;Frankfurter RC;2025-11-29 07:41:51
557;2 am Main-Bürgel - Boot 4 - 01:52.43 11;2 WSV Offenbach am Main-Bürgel - Boot 4 - 01:52.43 11;1942;2 am Main-Bürgel - Boot 4 - 01:52.43 11;11642;WSV Offenbach;2025-11-29 07:41:51
558;1 - Boot 1 - 01:36.07 2;1 RC Aschaffenburg - Boot 1 - 01:36.07 2;1953;1 - Boot 1 - 01:36.07 2;11101;RC Aschaffenburg;2025-11-29 07:41:51
559;2 am Main-Bürgel 01:38.84 1;2 WSV Offenbach am Main-Bürgel 01:38.84 1;1955;2 am Main-Bürgel 01:38.84 1;11642;WSV Offenbach;2025-11-29 07:41:51
560;1 01:46.92 4;1 Frankfurter RC 01:46.92 4;1959;1 01:46.92 4;11616;Frankfurter RC;2025-11-29 07:41:51
561;2 01:58.53 3;2 Marburger RV 01:58.53 3;1961;2 01:58.53 3;11636;Marburger RV;2025-11-29 07:41:51
562;1 Rgm. / Weilburger RV 01:40.32 2;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:40.32 2;1968;1 Rgm. / Weilburger RV 01:40.32 2;11610;Frankfurter RG Germania;2025-11-29 07:41:51
563;2 01:43.47 3;2 Frankfurter RC 01:43.47 3;1970;2 01:43.47 3;11616;Frankfurter RC;2025-11-29 07:41:51
564;3 01:48.20 4;3 RG Eberbach 01:48.20 4;1972;3 01:48.20 4;11004;RG Eberbach;2025-11-29 07:41:51
565;1 01:47.98 6;1 Frankfurter RG Oberrad 01:47.98 6;1976;1 01:47.98 6;11614;Frankfurter RG Oberrad;2025-11-29 07:41:51
566;2 01:49.98 7;2 Frankfurter RC 01:49.98 7;1978;2 01:49.98 7;11616;Frankfurter RC;2025-11-29 07:41:51
567;3 01:58.79 5;3 SG Wiking 01:58.79 5;1980;3 01:58.79 5;11643;SG Wiking;2025-11-29 07:41:51
568;1 01:33.67 1;1 RG Eberbach 01:33.67 1;1987;1 01:33.67 1;11004;RG Eberbach;2025-11-29 07:41:51
569;2 Rgm. Marburger RV/ 01:37.05 4;2 Rgm. Marburger RV/ Gießener RC Hassia 01:37.05 4;1989;2 Rgm. Marburger RV/ 01:37.05 4;11622;Gießener RC Hassia;2025-11-29 07:41:51
570;3 01:40.86 2;3 Wormser RC 01:40.86 2;1991;3 01:40.86 2;12038;Wormser RC;2025-11-29 07:41:51
571;1 Rgm. WSV Offenbach am Main-Bürgel/ 01:35.81 6;1 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:35.81 6;1995;1 Rgm. WSV Offenbach am Main-Bürgel/ 01:35.81 6;11612;Nassovia Höchst;2025-11-29 07:41:51
572;2 01:41.16 5;2 RC Möve Grossauheim 01:41.16 5;1997;2 01:41.16 5;11625;RC Möve Grossauheim;2025-11-29 07:41:51
573;3 01:43.49 7;3 Frankfurter RG Oberrad 01:43.49 7;1999;3 01:43.49 7;11614;Frankfurter RG Oberrad;2025-11-29 07:41:51
574;1 01:58.67 10;1 RC Möve Grossauheim 01:58.67 10;2010;1 01:58.67 10;11625;RC Möve Grossauheim;2025-11-29 07:41:51
575;2 - Boot 1 - 02:05.46 1;2 Frankfurter RG Oberrad - Boot 1 - 02:05.46 1;2012;2 - Boot 1 - 02:05.46 1;11614;Frankfurter RG Oberrad;2025-11-29 07:41:51
576;1 - Boot 2 - 02:00.09 5;1 Frankfurter RG Oberrad - Boot 2 - 02:00.09 5;2016;1 - Boot 2 - 02:00.09 5;11614;Frankfurter RG Oberrad;2025-11-29 07:41:51
577;2 - Boot 3 - 02:09.65 4;2 Frankfurter RG Oberrad - Boot 3 - 02:09.65 4;2018;2 - Boot 3 - 02:09.65 4;11614;Frankfurter RG Oberrad;2025-11-29 07:41:51
578;3 - Boot 1 - 02:12.32 6;3 RC Möve Grossauheim - Boot 1 - 02:12.32 6;2020;3 - Boot 1 - 02:12.32 6;11625;RC Möve Grossauheim;2025-11-29 07:41:51
579;1 - Boot 4 - 02:02.58 7;1 Frankfurter RG Oberrad - Boot 4 - 02:02.58 7;2024;1 - Boot 4 - 02:02.58 7;11614;Frankfurter RG Oberrad;2025-11-29 07:41:51
580;2 - Boot 2 - 02:03.08 9;2 RC Aschaffenburg - Boot 2 - 02:03.08 9;2026;2 - Boot 2 - 02:03.08 9;11101;RC Aschaffenburg;2025-11-29 07:41:51
581;3 - Boot 2 - 02:21.74 8;3 RC Möve Grossauheim - Boot 2 - 02:21.74 8;2028;3 - Boot 2 - 02:21.74 8;11625;RC Möve Grossauheim;2025-11-29 07:41:51
582;1 01:39.84 3;1 Frankfurter RG Germania 01:39.84 3;2036;1 01:39.84 3;11610;Frankfurter RG Germania;2025-11-29 07:41:51
583;2 02:00.79 1;2 SG Wiking 02:00.79 1;2039;2 02:00.79 1;11643;SG Wiking;2025-11-29 07:41:51
584;1 Rgm. / Weilburger RV 01:29.05 1;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:29.05 1;2049;1 Rgm. / Weilburger RV 01:29.05 1;11610;Frankfurter RG Germania;2025-11-29 07:41:51
585;2 01:42.62 2;2 Frankfurter RG Oberrad 01:42.62 2;2052;2 01:42.62 2;11614;Frankfurter RG Oberrad;2025-11-29 07:41:51
586;2 Rgm. / 01:46.24 1;2 Rgm. Frankfurter RG Germania/ SRR Schillerschule Frankfurt 01:46.24 1;156;2 Rgm. / 01:46.24 1;11610;Frankfurter RG Germania;2025-11-29 07:41:54
587;1 Rgm. / 01:36.03 7;1 Rgm. Frankfurter RC/ Frankfurter RG Germania 01:36.03 7;374;1 Rgm. / 01:36.03 7;11616;Frankfurter RC;2025-11-29 07:41:54
588;2 Rgm. / 01:38.56 9;2 Rgm. Frankfurter RC/ SG Wiking 01:38.56 9;376;2 Rgm. / 01:38.56 9;11643;SG Wiking;2025-11-29 07:41:54
589;3 Rgm. / 01:48.86 8;3 Rgm. RG Wetzlar/ WSV Hellas Gießen 01:48.86 8;378;3 Rgm. / 01:48.86 8;11647;RG Wetzlar;2025-11-29 07:41:54
590;1 Rgm. / 01:38.70 3;1 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:38.70 3;465;1 Rgm. / 01:38.70 3;11637;Mühlheimer RV;2025-11-29 07:41:54
591;1 Rgm. / / WSV Offenbach am Main-Bürgel 01:42.54 2;1 Rgm. Nassovia Höchst/ Limburger ClfW/ WSV Offenbach am Main-Bürgel 01:42.54 2;476;1 Rgm. / / WSV Offenbach am Main-Bürgel 01:42.54 2;11635;Limburger ClfW;2025-11-29 07:41:54
592;2 Rgm. / 01:42.80 4;2 Rgm. Frankfurter RG Borussia/ RC Aschaffenburg 01:42.80 4;499;2 Rgm. / 01:42.80 4;11101;RC Aschaffenburg;2025-11-29 07:41:54
593;4 Rgm. / 01:40.83 4;4 Rgm. Hanauer RC Hassia/ Hanauer RG 01:40.83 4;574;4 Rgm. / 01:40.83 4;11627;Hanauer RG;2025-11-29 07:41:54
594;1 Rgm. / 01:49.78 1;1 Rgm. RV Hellas Offenbach/ Limburger ClfW 01:49.78 1;634;1 Rgm. / 01:49.78 1;11635;Limburger ClfW;2025-11-29 07:41:54
595;2 Rgm. / / RG Wetzlar 01:26.52 1;2 Rgm. Marburger RV/ Gießener RC Hassia/ RG Wetzlar 01:26.52 1;643;2 Rgm. / / RG Wetzlar 01:26.52 1;11636;Marburger RV;2025-11-29 07:41:54
596;1 Rgm. / 01:26.30 6;1 Rgm. Hanauer RC Hassia/ RV Dorsten 01:26.30 6;650;1 Rgm. / 01:26.30 6;11922;RV Dorsten;2025-11-29 07:41:54
597;2 Rgm. / 01:34.91 4;2 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:34.91 4;653;2 Rgm. / 01:34.91 4;11637;Mühlheimer RV;2025-11-29 07:41:54
598;1 Rgm. / 01:25.05 3;1 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia 01:25.05 3;718;1 Rgm. / 01:25.05 3;11625;RC Möve Grossauheim;2025-11-29 07:41:54
599;2 Rgm. / 01:48.29 1;2 Rgm. Ruder-Gesellschaft HANSA e.V./ Limburger ClfW 01:48.29 1;833;2 Rgm. / 01:48.29 1;11635;Limburger ClfW;2025-11-29 07:41:54
600;3 Rgm. / 01:48.65 7;3 Rgm. Frankfurter RG Borussia/ Gießener RC Hassia 01:48.65 7;835;3 Rgm. / 01:48.65 7;11622;Gießener RC Hassia;2025-11-29 07:41:54
601;2 Rgm. / 01:27.24 1;2 Rgm. Ruder-Gesellschaft HANSA e.V./ Limburger ClfW 01:27.24 1;901;2 Rgm. / 01:27.24 1;11635;Limburger ClfW;2025-11-29 07:41:54
602;3 Rgm. / 01:38.21 2;3 Rgm. Hanauer RG/ RC Möve Grossauheim 01:38.21 2;904;3 Rgm. / 01:38.21 2;11627;Hanauer RG;2025-11-29 07:41:54
603;1 Rgm. / 01:36.89 1;1 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia 01:36.89 1;914;1 Rgm. / 01:36.89 1;11625;RC Möve Grossauheim;2025-11-29 07:41:54
604;2 Rgm. / 01:40.04 2;2 Rgm. WSV Hellas Gießen/ RV Kurhessen-Cassel 01:40.04 2;916;2 Rgm. / 01:40.04 2;11623;WSV Hellas Gießen;2025-11-29 07:41:54
605;2 Rgm. / 01:38.00 1;2 Rgm. Hanauer RG/ Mühlheimer RV 01:38.00 1;923;2 Rgm. / 01:38.00 1;11627;Hanauer RG;2025-11-29 07:41:54
606;1 Rgm. / 01:40.12 4;1 Rgm. RV Hellas Offenbach/ Flörsheimer RV 01:40.12 4;929;1 Rgm. / 01:40.12 4;11606;Flörsheimer RV;2025-11-29 07:41:54
607;1 Rgm. / 01:40.98 1;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:40.98 1;1011;1 Rgm. / 01:40.98 1;11646;Weilburger RV;2025-11-29 07:41:54
608;1 Rgm. am Main-Bürgel/ 01:35.33 8;1 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:35.33 8;1047;1 Rgm. am Main-Bürgel/ 01:35.33 8;11642;WSV Offenbach;2025-11-29 07:41:54
609;2 Rgm. / 01:35.61 6;2 Rgm. Marburger RV/ Gießener RC Hassia 01:35.61 6;1049;2 Rgm. / 01:35.61 6;11636;Marburger RV;2025-11-29 07:41:54
610;1 Rgm. / 01:27.48 1;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:27.48 1;1111;1 Rgm. / 01:27.48 1;11646;Weilburger RV;2025-11-29 07:41:54
611;2 Rgm. / 01:29.88 3;2 Rgm. Hanauer RC Hassia/ RV Dorsten 01:29.88 3;1114;2 Rgm. / 01:29.88 3;11922;RV Dorsten;2025-11-29 07:41:54
612;1 Rgm. / 01:44.25 1;1 Rgm. Frankfurter RG Germania/ SRR Schillerschule Frankfurt 01:44.25 1;1260;1 Rgm. / 01:44.25 1;11610;Frankfurter RG Germania;2025-11-29 07:41:55
613;3 Rgm. / 01:45.97 3;3 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:45.97 3;1273;3 Rgm. / 01:45.97 3;11637;Mühlheimer RV;2025-11-29 07:41:55
614;1 Rgm. / 01:34.59 1;1 Rgm. Hanauer RC Hassia/ Frankfurter RG Borussia 01:34.59 1;1426;1 Rgm. / 01:34.59 1;11626;Hanauer RC Hassia;2025-11-29 07:41:55
615;1 Rgm. / 01:40.36 8;1 Rgm. DRC Ingolstadt/ RC Möve Grossauheim 01:40.36 8;1434;1 Rgm. / 01:40.36 8;11106;DRC Ingolstadt;2025-11-29 07:41:55
616;1 Rgm. / 01:36.24 4;1 Rgm. Frankfurter RC/ Frankfurter RG Germania 01:36.24 4;1442;1 Rgm. / 01:36.24 4;11616;Frankfurter RC;2025-11-29 07:41:55
617;2 Rgm. / 01:38.92 7;2 Rgm. Frankfurter RC/ SG Wiking 01:38.92 7;1444;2 Rgm. / 01:38.92 7;11643;SG Wiking;2025-11-29 07:41:55
618;1 Rgm. / 01:37.08 3;1 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:37.08 3;1514;1 Rgm. / 01:37.08 3;11637;Mühlheimer RV;2025-11-29 07:41:55
619;3 Rgm. / 01:37.10 3;3 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:37.10 3;1644;3 Rgm. / 01:37.10 3;11637;Mühlheimer RV;2025-11-29 07:41:55
620;1 Rgm. / / RG Wetzlar 01:26.69 4;1 Rgm. Marburger RV/ Gießener RC Hassia/ RG Wetzlar 01:26.69 4;1649;1 Rgm. / / RG Wetzlar 01:26.69 4;11636;Marburger RV;2025-11-29 07:41:55
621;2 Rgm. am Main-Bürgel/ 01:29.51 5;2 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:29.51 5;1652;2 Rgm. am Main-Bürgel/ 01:29.51 5;11642;WSV Offenbach;2025-11-29 07:41:55
622;2 Rgm. RG Wetzlar/ Marburger RV/ / 01:19.91 4;2 Rgm. RG Wetzlar/ Marburger RV/ Gießener R.G./ Gießener RC Hassia 01:19.91 4;1709;2 Rgm. RG Wetzlar/ Marburger RV/ / 01:19.91 4;11624;Gießener R.G.;2025-11-29 07:41:55
623;3 Rgm. / 01:20.92 2;3 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia 01:20.92 2;1712;3 Rgm. / 01:20.92 2;11625;RC Möve Grossauheim;2025-11-29 07:41:55
624;1 Rgm. / am Main-Bürgel 01:34.49 1;1 Rgm. Hanauer RG/ WSV Offenbach am Main-Bürgel 01:34.49 1;1720;1 Rgm. / am Main-Bürgel 01:34.49 1;11627;Hanauer RG;2025-11-29 07:41:55
625;2 Rgm. / 01:37.30 2;2 Rgm. Marburger RV/ Frankfurter RG Borussia 01:37.30 2;1723;2 Rgm. / 01:37.30 2;11636;Marburger RV;2025-11-29 07:41:55
626;1 Rgm. / 01:46.77 8;1 Rgm. Gießener RC Hassia/ DRC Ingolstadt 01:46.77 8;1808;1 Rgm. / 01:46.77 8;11106;DRC Ingolstadt;2025-11-29 07:41:55
627;1 Rgm. / am Main-Bürgel 01:41.99 4;1 Rgm. RC Möve Grossauheim/ WSV Offenbach am Main-Bürgel 01:41.99 4;1848;1 Rgm. / am Main-Bürgel 01:41.99 4;11642;WSV Offenbach;2025-11-29 07:41:55
